addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"ул Гулаева, д. 95, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.252663,39.868247,,,74955321300,,346721,,,,https://www.pochtabank.ru/
"ул Платова, д. 72, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.268294,39.881947,,,74955321300,,346723,,,,https://www.pochtabank.ru/
"ул Институтская, д. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.364803,39.888828,,,74955321300,,346735,,,,https://www.pochtabank.ru/
"ул Ленина, д. 169, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.078137,39.556873,,,74955321300,,346744,,,,https://www.pochtabank.ru/
"ул Ленина, зд. 65Г, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.078996,39.508876,,,74955321300,,346748,,,,https://www.pochtabank.ru/
"ул Мира, д. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.101714,39.640938,,,74955321300,,346750,,,,https://www.pochtabank.ru/
"УЛ. К.МАРКСА Д.43, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,46.936479,39.684075,,,74955321300,,346751,,,,https://www.pochtabank.ru/
"ул Филипченко, зд. 2Г, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,46.936941,39.643498,,,74955321300,,346753,,,,https://www.pochtabank.ru/
"пер Октябрьский, д. 22А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.018424,39.397827,,,74955321300,,346760,,,,https://www.pochtabank.ru/
"ул Южная, д. 6, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,46.839912,39.224344,,,74955321300,,346762,,,,https://www.pochtabank.ru/
"Мира ул., дом 7, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,46.754834,39.053323,,,74955321300,,346764,,,,https://www.pochtabank.ru/
"с Александровка, ул Советская, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,46.78907,38.988195,,,74955321300,,346765,,,,https://www.pochtabank.ru/
"ул Советская, д. 52, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.076253,39.321811,,,74955321300,,346770,,,,https://www.pochtabank.ru/
"ул Мира, д. 75, корп. а, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.014424,39.243631,,,74955321300,,346772,,,,https://www.pochtabank.ru/
"ул Мира, д. 43, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.028357,39.185761,,,74955321300,,346773,,,,https://www.pochtabank.ru/
"ул Центральная, д. 4б, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.102573,39.726727,,,74955321300,,346775,,,,https://www.pochtabank.ru/
"Ровная ул., дом 9, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,46.925821,38.868665,,,74955321300,,346776,,,,https://www.pochtabank.ru/
"ул Ленина, зд. 33, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,46.900601,38.825959,,,74955321300,,346777,,,,https://www.pochtabank.ru/
"ул Социалистическая, д. 33, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,46.880537,38.755765,,,74955321300,,346778,,,,https://www.pochtabank.ru/
"пер Матросова, зд. 11, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.078664,39.536446,,,74955321300,,346779,,,,https://www.pochtabank.ru/
"Б-Р. ПЕТРОВСКИЙ Д.22, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.109853,39.41909,,,74955321300,,346780,,,,https://www.pochtabank.ru/
"ул Макаровского, д. 100, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.10553,39.402273,,,74955321300,,346781,,,,https://www.pochtabank.ru/
"пр-кт Зои Космодемьянской, д. 86, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.100843,39.420276,,,74955321300,,346782,,,,https://www.pochtabank.ru/
"ул Толстого, д. 306, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.091684,39.447917,,,74955321300,,346783,,,,https://www.pochtabank.ru/
"ул Толстого, д. 102, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.105419,39.428396,,,74955321300,,346787,,,,https://www.pochtabank.ru/
"пер Димитрова, д. 34, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.098561,39.435125,,,74955321300,,346789,,,,https://www.pochtabank.ru/
"УЛ. КАРЛА МАРКСА Д.65, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.28095,39.499947,,,74955321300,,346800,,,,https://www.pochtabank.ru/
"ул Восточная, двлд. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.29381,39.512515,,,74955321300,,346801,,,,https://www.pochtabank.ru/
"ул Туманяна, двлд. 25, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.286555,39.479133,,,74955321300,,346802,,,,https://www.pochtabank.ru/
"ул Социалистическая, двлд. 25, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.290467,39.521767,,,74955321300,,346803,,,,https://www.pochtabank.ru/
"Советская 1-я ул., дом 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.245989,39.508221,,,74955321300,,346811,,,,https://www.pochtabank.ru/
"ул Красноармейская, зд. 19, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.331108,39.30362,,,74955321300,,346814,,,,https://www.pochtabank.ru/
"ул Советская, двлд. 19, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.388247,39.68368,,,74955321300,,346816,,,,https://www.pochtabank.ru/
"пер Парковый, д. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.415193,38.900897,,,74955321300,,346830,,,,https://www.pochtabank.ru/
"ул Привокзальная, д. 44, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.405314,38.916402,,,74955321300,,346831,,,,https://www.pochtabank.ru/
"Ленина ул., дом 46, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.364401,38.896459,,,74955321300,,346835,,,,https://www.pochtabank.ru/
"ул Победы, влд. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.308971,38.807319,,,74955321300,,346841,,,,https://www.pochtabank.ru/
"ул Коминтерна, д. 25, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.18447,38.842326,,,74955321300,,346842,,,,https://www.pochtabank.ru/
"ул Октябрьская, д. 13, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.163049,38.729193,,,74955321300,,346844,,,,https://www.pochtabank.ru/
"ул Степная, д. 23, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.142471,38.631636,,,74955321300,,346845,,,,https://www.pochtabank.ru/
"ул Ленина, д. 26, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.137445,38.551829,,,74955321300,,346846,,,,https://www.pochtabank.ru/
"ул Красноармейская, зд. 222, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.274781,39.283175,,,74955321300,,346859,,,,https://www.pochtabank.ru/
"пер Галухина, влд. 4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.227782,38.376191,,,74955321300,,346860,,,,https://www.pochtabank.ru/
"ул Школьная, двлд. 1е, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.140503,38.339351,,,74955321300,,346861,,,,https://www.pochtabank.ru/
"ул Чехова, влд. 91, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.167797,38.469526,,,74955321300,,346863,,,,https://www.pochtabank.ru/
"пер Исполкомовский, влд. 33/1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.278663,39.054517,,,74955321300,,346870,,,,https://www.pochtabank.ru/
"ул Октябрьская, двлд. 31, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.282087,39.020974,,,74955321300,,346871,,,,https://www.pochtabank.ru/
"ул Центральная, двлд. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.303068,39.073598,,,74955321300,,346874,,,,https://www.pochtabank.ru/
"УЛ. КРУПСКОЙ Д.3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.13978,39.752535,,,74955321300,,346880,,,,https://www.pochtabank.ru/
"мкр Авиагородок, д. 34, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.12847,39.781874,,,74955321300,,346881,,,,https://www.pochtabank.ru/
"ул Энгельса, д. 426, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.11124,39.747101,,,74955321300,,346882,,,,https://www.pochtabank.ru/
"УЛ. КОММУНИСТИЧЕСКАЯ Д.197, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.135195,39.764025,,,74955321300,,346884,,,,https://www.pochtabank.ru/
"мкр Северный массив, д. 9, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.155236,39.738162,,,74955321300,,346885,,,,https://www.pochtabank.ru/
"ул Молодежная, зд. 28, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.093678,39.761303,,,74955321300,,346886,,,,https://www.pochtabank.ru/
"ул Кулагина, д. 1А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.117611,39.749823,,,74955321300,,346887,,,,https://www.pochtabank.ru/
"ул М.Горького, д. 419, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.130738,39.698205,,,74955321300,,346888,,,,https://www.pochtabank.ru/
"ул М.Горького, д. 635, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.11831,39.683069,,,74955321300,,346889,,,,https://www.pochtabank.ru/
"ул Ушинского, д. 16, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.133705,39.736563,,,74955321300,,346892,,,,https://www.pochtabank.ru/
"мкр Авиагородок, д. 32, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.121401,39.774715,,,74955321300,,346893,,,,https://www.pochtabank.ru/
"УЛ. ОКТЯБРЬСКАЯ Д.116, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.126759,39.735423,,,74955321300,,346894,,,,https://www.pochtabank.ru/
"УЛ. ХАРЬКОВСКАЯ Д.56, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.780321,39.920314,,,74955321300,,346900,,,,https://www.pochtabank.ru/
"пер Инженерный, зд. 8, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.794106,39.890903,,,74955321300,,346901,,,,https://www.pochtabank.ru/
"ул Городская, д. 17, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.772286,39.921805,,,74955321300,,346902,,,,https://www.pochtabank.ru/
"ул Карла Маркса, д. 11, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.796364,39.88289,,,74955321300,,346903,,,,https://www.pochtabank.ru/
"ул Ленинградская, д. 6, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.781374,39.864403,,,74955321300,,346905,,,,https://www.pochtabank.ru/
"ул Харьковская, д. 56, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.780321,39.920314,,,74955321300,,346906,,,,https://www.pochtabank.ru/
"ул Линейная, д. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.733672,40.003821,,,74955321300,,346907,,,,https://www.pochtabank.ru/
"ул Достоевского, д. 12, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.755424,39.901611,,,74955321300,,346908,,,,https://www.pochtabank.ru/
"УЛ. РАБОЧЕ-КРЕСТЬЯНСКАЯ Д.37А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.818204,39.886088,,,74955321300,,346909,,,,https://www.pochtabank.ru/
"пр-кт Ленина, зд. 52, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.76311,39.939403,,,74955321300,,346914,,,,https://www.pochtabank.ru/
"ул Землячки, д. 22, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.792587,39.903219,,,74955321300,,346916,,,,https://www.pochtabank.ru/
"ул Садовая, д. 25, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.757501,39.930339,,,74955321300,,346918,,,,https://www.pochtabank.ru/
"ул Отечественная, д. 73, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.75612,39.943149,,,74955321300,,346919,,,,https://www.pochtabank.ru/
"ул Железнякова, зд. 30А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.837985,39.954234,,,74955321300,,346930,,,,https://www.pochtabank.ru/
"ул Молдавская, д. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.766211,39.838648,,,74955321300,,346933,,,,https://www.pochtabank.ru/
"ул Котельникова, д. 3, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.744276,39.828147,,,74955321300,,346934,,,,https://www.pochtabank.ru/
"ул Пирогова, д. 44а, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.825246,39.998386,,,74955321300,,346937,,,,https://www.pochtabank.ru/
"Куйбышевская ул., дом 34, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.809279,38.905747,,,74955321300,,346940,,,,https://www.pochtabank.ru/
"ул Ворошилова, д. 51, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.635954,38.817416,,,74955321300,,346972,,,,https://www.pochtabank.ru/
"ул Ленина, д. 2А, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.505358,38.877379,,,74955321300,,346974,,,,https://www.pochtabank.ru/
"ул Пугачева, д. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.2008,40.699027,,,74955321300,,347010,,,,https://www.pochtabank.ru/
"ул Фрунзе, д. 5, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.199227,40.648488,,,74955321300,,347011,,,,https://www.pochtabank.ru/
"ул Почтовая, д. 10, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.156491,40.717137,,,74955321300,,347013,,,,https://www.pochtabank.ru/
"УЛ. М.ГОРЬКОГО Д.10, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.282438,41.043208,,,74955321300,,347022,,,,https://www.pochtabank.ru/
"ул Мира, двлд. 43, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.290154,40.965773,,,74955321300,,347023,,,,https://www.pochtabank.ru/
"ул Комарова, двлд. 36, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.295669,40.879238,,,74955321300,,347024,,,,https://www.pochtabank.ru/
"ул Садовая, двлд. 13, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.292546,40.921396,,,74955321300,,347026,,,,https://www.pochtabank.ru/
"ул Маяковского, зд. 17, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.010181,40.831304,,,74955321300,,347027,,,,https://www.pochtabank.ru/
"УЛ. ПЕТРОВА Д.37, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.181411,40.776184,,,74955321300,,347040,,,,https://www.pochtabank.ru/
"ул Геологическая, д. 11, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.148592,40.780001,,,74955321300,,347041,,,,https://www.pochtabank.ru/
"УЛ. ДЗЕРЖИНСКОГО Д.15, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.178503,40.800618,,,74955321300,,347042,,,,https://www.pochtabank.ru/
"ул Машиностроителей, д. 11, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.191485,40.758361,,,74955321300,,347044,,,,https://www.pochtabank.ru/
"ул Вокзальная, зд. 84б, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.174916,40.792407,,,74955321300,,347045,,,,https://www.pochtabank.ru/
"УЛ. ОКТЯБРЬСКАЯ Д.57, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.187646,41.289068,,,74955321300,,347060,,,,https://www.pochtabank.ru/
"ул Чкалова, д. 15, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.195755,41.261858,,,74955321300,,347061,,,,https://www.pochtabank.ru/
"пер Школьный, двлд. 2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.240834,41.256405,,,74955321300,,347070,,,,https://www.pochtabank.ru/
"пер Торговый, двлд. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.204709,41.147044,,,74955321300,,347081,,,,https://www.pochtabank.ru/
"ул Павших Героев, д. 52, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.628216,41.670169,,,74955321300,,347120,,,,https://www.pochtabank.ru/
"ул Центральная, д. 7, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.549455,41.78598,,,74955321300,,347127,,,,https://www.pochtabank.ru/
"ул Титова, зд. 16, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.849318,41.715507,,,74955321300,,347130,,,,https://www.pochtabank.ru/
"ул им Грекова, двлд. 44/2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.774681,41.555328,,,74955321300,,347134,,,,https://www.pochtabank.ru/
"УЛ. ЛЕНИНА Д.27, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.53774,42.501542,,,74955321300,,347140,,,,https://www.pochtabank.ru/
"ст-ца Советская, ул Орджоникидзе, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,49.013523525,42.121654617,,,74955321300,,347180,,,,https://www.pochtabank.ru/
"Западная ул., дом 16, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,49.050539,42.043895,,,74955321300,,347182,,,,https://www.pochtabank.ru/
"ул Школьная 1-я, двлд. 24/1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.897132,42.171061,,,74955321300,,347185,,,,https://www.pochtabank.ru/
"ул Центральная, двлд. 22, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.297875,41.623529,,,74955321300,,347202,,,,https://www.pochtabank.ru/
"Школьная ул., дом 12, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.269539,42.017889,,,74955321300,,347205,,,,https://www.pochtabank.ru/
"УЛ. ЛЕНИНА Д.159, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.352863,41.824967,,,74955321300,,347210,,,,https://www.pochtabank.ru/
"ул Ворошилова, двлд. 93, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.345786,41.841029,,,74955321300,,347211,,,,https://www.pochtabank.ru/
"ул Кирова, д. 150, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.336137,41.823251,,,74955321300,,347214,,,,https://www.pochtabank.ru/
"Вишневая ул., дом 26, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.407457,41.779431,,,74955321300,,347222,,,,https://www.pochtabank.ru/
"ул Абрикосовая, влд. 29, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.907588,41.858483,,,74955321300,,347224,,,,https://www.pochtabank.ru/
"ул Центральная, двлд. 33, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.208084,41.733797,,,74955321300,,347226,,,,https://www.pochtabank.ru/
"Садовая ул., дом 18 /1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,48.036589,41.822883,,,74955321300,,347230,,,,https://www.pochtabank.ru/
"ул Центральная, двлд. 28, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.957851,41.934552,,,74955321300,,347235,,,,https://www.pochtabank.ru/
"УЛ. ЛЕНИНА Д.46, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.578101,41.101482,,,74955321300,,347250,,,,https://www.pochtabank.ru/
"ул Баумана, двлд. 233, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.591472,41.078727,,,74955321300,,347251,,,,https://www.pochtabank.ru/
"ул Калинина, двлд. 118, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.582994,41.102335,,,74955321300,,347252,,,,https://www.pochtabank.ru/
"ул 25 Октября, двлд. 102, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.577591,41.09169,,,74955321300,,347253,,,,https://www.pochtabank.ru/
"п КГУ-1, д. 36, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.576776,41.117355,,,74955321300,,347254,,,,https://www.pochtabank.ru/
"ул Перспективная, д. 4, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.644946,41.345734,,,74955321300,,347271,,,,https://www.pochtabank.ru/
"ул Центральная, д. 27, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.609104,41.504421,,,74955321300,,347272,,,,https://www.pochtabank.ru/
"ул Победы, д. 112, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.64772,42.056004,,,74955321300,,347304,,,,https://www.pochtabank.ru/
"УЛ. ЛЕНИНА Д.19, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.646275,42.106391,,,74955321300,,347320,,,,https://www.pochtabank.ru/
"ул Московская, д. 78, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.644642,42.085667,,,74955321300,,347323,,,,https://www.pochtabank.ru/
"ул Почтовая, зд. 44, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.543807,42.020674,,,74955321300,,347350,,,,https://www.pochtabank.ru/
"ул Ленина, зд. 13, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.424533,41.715426,,,74955321300,,347356,,,,https://www.pochtabank.ru/
"ул Ленина, зд. 19, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.412351,41.514527,,,74955321300,,347357,,,,https://www.pochtabank.ru/
"УЛ. ЛЕНИНА Д.60, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.517512,42.152969,,,74955321300,,347360,,,,https://www.pochtabank.ru/
"ул Ленина, д. 1/2, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.52866,42.13962,,,74955321300,,347366,,,,https://www.pochtabank.ru/
"ул Гагарина, д. 1, Россия",Pochta Bank,,,Россия,pr@pochtabank.ru,{'@spider': 'pochtabank_offices_dac'},,47.507671,42.196393,,,74955321300,,347368,,,,https://www.pochtabank.ru/
